-2.000000000000000000e+00	5.000000000000000000e-01	-1.298377814961480525e-01
-1.959595959595959558e+00	5.000000000000000000e-01	-1.519975307582128454e-01
-1.919191919191919116e+00	5.000000000000000000e-01	-1.598095745065398199e-01
-1.878787878787878896e+00	5.000000000000000000e-01	-1.827722553013853279e-01
-1.838383838383838453e+00	5.000000000000000000e-01	-2.081489414495522050e-01
-1.797979797979798011e+00	5.000000000000000000e-01	-2.353891723546810422e-01
-1.757575757575757569e+00	5.000000000000000000e-01	-2.685181154635834511e-01
-1.717171717171717127e+00	5.000000000000000000e-01	-2.918237522848437515e-01
-1.676767676767676685e+00	5.000000000000000000e-01	-3.217011807182038607e-01
-1.636363636363636243e+00	5.000000000000000000e-01	-3.602113209268978378e-01
-1.595959595959596022e+00	5.000000000000000000e-01	-4.018629205112898006e-01
-1.555555555555555580e+00	5.000000000000000000e-01	-4.406352460049943187e-01
-1.515151515151515138e+00	5.000000000000000000e-01	-4.940533664305720163e-01
-1.474747474747474696e+00	5.000000000000000000e-01	-5.334338801811273623e-01
-1.434343434343434254e+00	5.000000000000000000e-01	-5.900089932923470171e-01
-1.393939393939394034e+00	5.000000000000000000e-01	-6.358660543367929963e-01
-1.353535353535353369e+00	5.000000000000000000e-01	-7.008337055074606026e-01
-1.313131313131313149e+00	5.000000000000000000e-01	-7.544678643526961936e-01
-1.272727272727272707e+00	5.000000000000000000e-01	-8.196182620085963322e-01
-1.232323232323232265e+00	5.000000000000000000e-01	-9.061097771246002797e-01
-1.191919191919191823e+00	5.000000000000000000e-01	-9.675585937549378013e-01
-1.151515151515151381e+00	5.000000000000000000e-01	-1.032387709248819174e+00
-1.111111111111111160e+00	5.000000000000000000e-01	-1.113587483348541740e+00
-1.070707070707070496e+00	5.000000000000000000e-01	-1.200036382477705388e+00
-1.030303030303030276e+00	5.000000000000000000e-01	-1.284666564272324729e+00
-9.898989898989898339e-01	5.000000000000000000e-01	-1.366873555643480564e+00
-9.494949494949493918e-01	5.000000000000000000e-01	-1.444003317582183810e+00
-9.090909090909089496e-01	5.000000000000000000e-01	-1.539153755438959381e+00
-8.686868686868685074e-01	5.000000000000000000e-01	-1.634420225089348699e+00
-8.282828282828282873e-01	5.000000000000000000e-01	-1.706154325286941553e+00
-7.878787878787878451e-01	5.000000000000000000e-01	-1.810536632520321154e+00
-7.474747474747474030e-01	5.000000000000000000e-01	-1.893196434971348596e+00
-7.070707070707069608e-01	5.000000000000000000e-01	-1.980512956259953050e+00
-6.666666666666665186e-01	5.000000000000000000e-01	-2.069483109486745409e+00
-6.262626262626260765e-01	5.000000000000000000e-01	-2.154455484702863632e+00
-5.858585858585856343e-01	5.000000000000000000e-01	-2.237274472187551488e+00
-5.454545454545454142e-01	5.000000000000000000e-01	-2.317706944453699069e+00
-5.050505050505049720e-01	5.000000000000000000e-01	-2.399971650506959708e+00
-4.646464646464645298e-01	5.000000000000000000e-01	-2.466654967118081743e+00
-4.242424242424240877e-01	5.000000000000000000e-01	-2.540586142617972332e+00
-3.838383838383836455e-01	5.000000000000000000e-01	-2.607861502329499981e+00
